25.47800064	40.46200180	4.41726907
25.97800064	40.46200180	4.40893698
26.47800064	40.46200180	4.39905358
26.97800064	40.46200180	4.39055992
27.47800064	40.46200180	4.36960493
27.97800064	40.46200180	4.33112287
28.47800064	40.46200180	4.32896701
28.97800064	40.46200180	4.30730086
29.47800064	40.46200180	4.20204987
29.97800064	40.46200180	4.27006917
30.47800064	40.46200180	4.13000011
30.97800064	40.46200180	4.26100016
31.47800064	40.46200180	4.32900000
31.97800064	40.46200180	4.34700012
32.47800064	40.46200180	4.32000017
32.97800064	40.46200180	4.45200014
33.47800064	40.46200180	4.34899998
33.97800064	40.46200180	4.57499981
34.47800064	40.46200180	4.48620656
34.97800064	40.46200180	4.55229575
35.47800064	40.46200180	4.58619119
35.97800064	40.46200180	4.54699993
36.47800064	40.46200180	4.63700008
36.97800064	40.46200180	4.55099410
37.47800064	40.46200180	4.63000011
37.97800064	40.46200180	4.54400015
38.47800064	40.46200180	4.37400007
38.97800064	40.46200180	4.41099977
39.47800064	40.46200180	4.42866726
39.97800064	40.46200180	4.42136017
40.47800064	40.46200180	4.42699830
40.97800064	40.46200180	4.41257485
41.47800064	40.46200180	4.39435200
41.97800064	40.46200180	4.39599991
42.47800064	40.46200180	4.35500002
42.97800064	40.46200180	4.35400009
43.47800064	40.46200180	4.33699989
43.97800064	40.46200180	4.23799992
44.47800064	40.46200180	4.25400019
44.97800064	40.46200180	4.16800022
45.47800064	40.46200180	4.19199991
45.97800064	40.46200180	4.17199993
46.47800064	40.46200180	4.17399979
46.97800064	40.46200180	4.17000008
47.47800064	40.46200180	4.15500021
47.97800064	40.46200180	4.09299994
48.47800064	40.46200180	4.17202769
48.97800064	40.46200180	4.18400002
49.47800064	40.46200180	4.18599987
49.97800064	40.46200180	4.13100004
50.47800064	40.46200180	4.15600014
50.97800064	40.46200180	4.17500019
51.47800064	40.46200180	4.15999985
51.97800064	40.46200180	4.18800020
52.47800064	40.46200180	4.13999987
52.97800064	40.46200180	4.20400000
53.47800064	40.46200180	4.24970191
53.97800064	40.46200180	4.33699989
54.47800064	40.46200180	4.28900003
54.97800064	40.46200180	4.19235300
55.47800064	40.46200180	4.27500010
55.97800064	40.46200180	4.14699984
56.47800064	40.46200180	4.23791673
56.97800064	40.46200180	4.23863995
57.47800064	40.46200180	4.22800016
57.97800064	40.46200180	4.46700001
58.47800064	40.46200180	4.29508208
58.97800064	40.46200180	4.29199982
59.47800064	40.46200180	4.42600012
59.97800064	40.46200180	4.32758783
60.47800064	40.46200180	4.34414927
60.97800064	40.46200180	4.32547342
61.47800064	40.46200180	4.53299999
61.97800064	40.46200180	4.43800020
62.47800064	40.46200180	4.31616698
62.97800064	40.46200180	4.30509909
63.47800064	40.46200180	4.32011856
63.97800064	40.46200180	4.31742675
64.47800064	40.46200180	4.39343789
64.97800064	40.46200180	4.37545722
65.47800064	40.46200180	4.41432591
65.97800064	40.46200180	4.42652988
66.47800064	40.46200180	4.46547330
66.97800064	40.46200180	4.61700010
67.47800064	40.46200180	4.48699999
67.97800064	40.46200180	4.46342764
68.47800064	40.46200180	4.50220473
68.97800064	40.46200180	4.45499992
69.47800064	40.46200180	4.53100014
69.97800064	40.46200180	4.61600018
70.47800064	40.46200180	4.65299988
70.97800064	40.46200180	4.62300014
71.47800064	40.46200180	4.60746781
71.97800064	40.46200180	4.62177110
72.47800064	40.46200180	4.69399977
72.97800064	40.46200180	4.64224271
73.47800064	40.46200180	4.73099995
73.97800064	40.46200180	4.73799992
74.47800064	40.46200180	4.71299982
74.97800064	40.46200180	4.70200014
75.47800064	40.46200180	4.71199989
75.97800064	40.46200180	4.78000021
76.47800064	40.46200180	4.75799990
76.97800064	40.46200180	4.81099987
77.47800064	40.46200180	4.79600000
77.97800064	40.46200180	4.84800005
78.47800064	40.46200180	4.90500021
78.97800064	40.46200180	4.78999996
79.47800064	40.46200180	4.84100008
79.97800064	40.46200180	4.82499981
80.47800064	40.46200180	4.73299980
80.97800064	40.46200180	4.83900023
81.47800064	40.46200180	4.79600000
81.97800064	40.46200180	4.75000000
82.47800064	40.46200180	4.76399994
82.97800064	40.46200180	4.78200006
83.47800064	40.46200180	4.80700016
83.97800064	40.46200180	4.81899977
84.47800064	40.46200180	4.81300020
84.97800064	40.46200180	4.87699986
85.47800064	40.46200180	4.89200020
85.97800064	40.46200180	4.82200003
86.47800064	40.46200180	4.84700012
86.97800064	40.46200180	4.79300022
87.47800064	40.46200180	4.76599979
87.97800064	40.46200180	4.83400011
88.47800064	40.46200180	4.88600016
88.97800064	40.46200180	4.93300009
89.47800064	40.46200180	4.84200001
89.97800064	40.46200180	4.92899990
90.47800064	40.46200180	4.91200018
90.97800064	40.46200180	4.90500021
91.47800064	40.46200180	4.86800003
91.97800064	40.46200180	4.86100006
92.47800064	40.46200180	4.96299982
92.97800064	40.46200180	4.94299984
93.47800064	40.46200180	4.97200012
93.97800064	40.46200180	4.98299980
94.47800064	40.46200180	5.05700016
94.97800064	40.46200180	5.02699995
95.47800064	40.46200180	5.02500010
95.97800064	40.46200180	5.08900023
96.47800064	40.46200180	5.14900017
96.97800064	40.46200180	5.10300016
97.47800064	40.46200180	5.09499979
97.97800064	40.46200180	5.07200003
98.47800064	40.46200180	5.13500023
98.97800064	40.46200180	5.09299994
99.47800064	40.46200180	5.09600019
99.97800064	40.46200180	5.01700020
100.47800064	40.46200180	5.06500006
100.97800064	40.46200180	5.06400013
101.47800064	40.46200180	5.07200003
101.97800064	40.46200180	5.05600023
102.47800064	40.46200180	5.07900000
102.97800064	40.46200180	5.09200001
103.47800064	40.46200180	5.10900021
103.97800064	40.46200180	5.08300018
104.47800064	40.46200180	5.11199999
104.97800064	40.46200180	5.13109319
105.47800064	40.46200180	5.14699984
105.97800064	40.46200180	5.15399981
